Index,Hours,Julian_day,Week_day,T_°C,SR_W/m2,p_mb,Prec_mm,RH_%,WD_°,WS_m/s,NO2_ug/m3
378,17,16,5,19.42,311.18,723.12,0,48.97,1.9,3.54,20.56
379,18,16,5,18.1,79.54,723.46,0,54.66,356.6,3.11,22.35
380,19,16,5,16.84,0,724.4,0,62.36,4.9,2.79,27.67
381,20,16,5,15.84,0,724.95,0,69.33,11.9,2.53,29.71
382,21,16,5,15.27,0,725.93,0,74.06,21.9,1.88,35.51
383,22,16,5,14.44,0,726.8,0,82.8,61.1,1.32,29.98
384,23,16,5,13.3,0,726.8,0,91.32,150.6,0.92,29.21
385,0,17,6,12.7,0,726.8,0,91.85,210,0.82,28.15
386,1,17,6,12.92,0,726.42,0,91.94,187.9,1.11,21.99
387,2,17,6,12.53,0,725.61,0,84.68,294.6,0.8,25.96
388,3,17,6,12.85,0,725.52,0,85.22,173.2,1.24,22.68
389,4,17,6,12.76,0,724.93,0,86.91,345.9,0.85,15.52
390,5,17,6,12.6,0,725.54,0,89.4,158.7,1.13,16.17
391,6,17,6,12.18,0,725.61,0,92.58,128.2,1.18,16
392,7,17,6,11.7,14.05,726.7,0,94.52,165.1,1.45,23.46
393,8,17,6,12.83,117.76,726.8,0,86.47,205.6,1.37,32.03
394,9,17,6,14.5,249.6,727.23,0,75.73,99.1,1.21,31.77
395,10,17,6,15.26,447.01,728,0,72.13,112.2,1.51,34.96
396,11,17,6,17.52,801.99,726.94,0,61.22,48.5,1.78,30.61
397,12,17,6,19.29,978.05,726.36,0,53.13,63.3,2.02,23.06
398,13,17,6,20.74,1035.45,725.6,0,45.93,58.1,2.42,17.26
399,14,17,6,19.28,240.79,725.05,0,51.81,14.8,2.28,15.57
400,15,17,6,19.08,517.39,724.4,0,52.75,10,2.97,11.79
401,16,17,6,19.1,414.31,724.4,0,51.85,2.3,2.89,12.27
402,17,17,6,18.82,278.71,724.4,0,52.52,0.2,2.89,21.71
403,18,17,6,17.65,75.23,724.4,0,59.06,23.8,2.38,24.33
404,19,17,6,15.55,0,725.26,0,75.99,68.6,1.8,24.99
405,20,17,6,14.33,0,725.87,0,87.17,145.7,1.52,24.95
406,21,17,6,13.61,0,726.8,0,92.51,167.7,1.26,22.45
407,22,17,6,13.33,0,727.48,0,94.27,107.7,1.36,21.63
408,23,17,6,13.4,0,727.62,0,93.94,154.4,1.26,18.37
409,0,18,0,13.28,0,726.87,0,93.35,135.4,1.29,10.03
410,1,18,0,12.74,0,726.79,0,95.32,119.5,1.37,7.63
411,2,18,0,12.81,0,725.77,0,95.25,122.1,1.2,6.12
412,3,18,0,12.68,0,725.6,0,95.25,122.8,1.02,7.1
413,4,18,0,12.61,0,725.16,0,95.44,125.6,0.73,6.63
414,5,18,0,12.5,0,724.81,0,94.24,91.5,1.2,9.99
415,6,18,0,12.36,0,725.54,0,93.53,91.1,0.99,26.19
416,7,18,0,12.22,19.44,725.6,0,94.27,177.6,1.21,34.38
417,8,18,0,13.94,169.41,726.12,0,84.33,160.7,1.38,41.22
418,9,18,0,15.92,418.72,726.8,0,71.83,156.4,1.85,51.86
419,10,18,0,17.56,639.08,726.8,0,63.79,18.5,1.66,41.25
420,11,18,0,19.65,784.22,726.25,0,48.65,84,2.08,33.27
421,12,18,0,19.42,848.57,725.65,0,51.72,43.5,2.38,22.35
422,13,18,0,20.22,1070.02,725.28,0,45.65,354.7,3.1,20.94
423,14,18,0,20.38,729.66,724.4,0,43.87,359.4,2.79,20.41
424,15,18,0,20.56,584.94,723.97,0,44.45,1.1,3.13,23.13
425,16,18,0,20.44,684.7,723.2,0,45.37,8.2,3.58,19.11
426,17,18,0,20.22,452.48,723.25,0,45.72,4,3.26,26.71
427,18,18,0,18.98,181.63,724.34,0,49.3,359,2.97,44.87
428,19,18,0,16.7,0,724.93,0,64.42,45.4,1.89,31.46
429,20,18,0,14.19,0,726.16,0,88.58,176.2,2.22,31.46
430,21,18,0,13.86,0,726.84,0,90.37,168.4,1.5,28.18
431,22,18,0,13.46,0,727.94,0,92.88,120.8,1.43,25.36
432,23,18,0,13.45,0,728,0,93.54,121.9,1.33,18.07
433,0,19,1,13.38,0,728,0,92.87,155.2,1.57,12.34
434,1,19,1,13.23,0,727.69,0,91.55,111.8,1.1,8.49
435,2,19,1,12.86,0,726.8,0,92.88,121.4,1.14,5.64
436,3,19,1,12.72,0,726.36,0,92.64,156.2,0.95,6.95
437,4,19,1,12.37,0,725.61,0,92.73,174.5,0.99,16.83
438,5,19,1,11.81,0,725.6,0,88.21,307.5,0.7,24.17
439,6,19,1,12.1,0,725.69,0,89.29,262,0.6,28.23
440,7,19,1,12.36,15.11,726.77,0,84,192.5,0.81,33.33
441,8,19,1,13.55,163.21,726.98,0,82.66,140.8,1.31,34.22
442,9,19,1,15.41,446.23,727.76,0,68.68,123.9,1.7,42.02
443,10,19,1,17.65,674.42,726.82,0,54.46,98.9,1.55,45.85
444,11,19,1,18.74,857.5,726.73,0,46.55,54.6,2.19,35.44
445,12,19,1,20.4,993.19,725.65,0,36.7,11.4,2.08,22.96
446,13,19,1,20.52,849.94,725.19,0,40.75,13.9,2.57,24.08
447,14,19,1,20.77,1015.03,724.4,0,44.56,4.1,3.12,19.65
448,15,19,1,20.39,646.77,723.77,0,43.39,5.8,3.54,27.05
449,16,19,1,18.54,162.03,723.47,0,50.87,21.2,2.75,36.18
450,17,19,1,16.89,67.17,724.38,0,64.62,77.1,2.3,42.37
451,18,19,1,15.81,28.43,724.4,0,70.09,39.2,2.02,38.78
452,19,19,1,14.93,0,725.42,0,74.85,10.7,2.11,35.42
453,20,19,1,14.05,0,726.07,0,86.51,146.8,2.02,33.09
454,21,19,1,13.65,0,726.8,0,90.74,143.8,1.61,31.44
455,22,19,1,13.64,0,727.43,0,90.23,151.4,1.31,24.7
456,23,19,1,13.38,0,727.98,0,91.71,136.4,1.41,12.22
457,0,20,2,13,0,727.81,0,93.64,131.6,1.25,13.69
458,1,20,2,13,0,726.93,0,93.38,173.3,1.11,12.04
459,2,20,2,12.71,0,726.67,0,94.64,139.1,1.45,8.73
460,3,20,2,12.35,0,725.63,0,96.55,135.7,0.91,7.26
461,4,20,2,12.35,0,725.6,0,96.32,96.7,1.04,6.54
462,5,20,2,12.46,0,725.6,0,95.68,54.4,0.83,11.66
463,6,20,2,12.53,0,726.22,0,94.11,201,0.9,28.55
464,7,20,2,12.65,0.03,726.79,0,92.71,99.2,1.3,31.04
465,8,20,2,12.9,33.13,727.16,0,92.28,130.1,1.04,29.82
466,9,20,2,13.28,118.77,728,0,90.72,99.3,1.34,35.41
467,10,20,2,16.07,490.96,728,0,74.21,120.1,1.29,39.44
468,11,20,2,17.25,414.46,727.26,0,67.66,81.2,1.49,47.57
469,12,20,2,16.94,261.34,726.8,0,68.16,101.8,1.92,36.63
470,13,20,2,17.38,476.55,726.1,0,64.51,30.6,1.99,38.85
471,14,20,2,17.14,168.83,725.6,0,64.04,4.6,2.51,35.01
472,15,20,2,16.33,183.83,724.65,0,68.97,21.1,2.01,35.39
473,16,20,2,17.46,270.29,724.4,0,60.65,45.3,1.79,35.74
474,17,20,2,16.7,166.18,724.4,0,69.2,89.6,2.03,44.35
475,18,20,2,16.19,62.17,724.4,0,72.92,95.5,1.52,42.2
476,19,20,2,14.83,0,725.39,0,86.55,129.2,1.74,39.47
477,20,20,2,13.78,0,725.66,0,91.65,116.2,1.55,38.53
478,21,20,2,13.36,0,726.72,0,94.21,98.4,1,36.37
479,22,20,2,13.09,0,726.81,0,95.89,132.2,1.23,31.71
480,23,20,2,12.97,0,726.84,0,96.17,118,0.89,28.12
481,0,21,3,13.09,0,726.8,0,93.87,104.5,1.12,19.49
482,1,21,3,12.68,0,726.8,0,96.5,142.2,0.82,18.87
483,2,21,3,12.68,0,725.76,0,95.09,132.6,1.19,18.21
484,3,21,3,12.41,0,725.6,0,97.49,16,0.75,20.75
485,4,21,3,12.62,0,725.6,0,95.03,161.9,1.14,13.55
486,5,21,3,12.28,0,725.6,0,97.23,170.4,0.85,17.24
487,6,21,3,12.28,0,725.79,0,96.91,211,0.81,31.09
488,7,21,3,12.46,27.21,726.42,0,94.54,155.7,1.05,38.98
489,8,21,3,14.38,150.34,726.8,0,82.82,173.3,1.53,47.49
490,9,21,3,16.12,393.3,727.27,0,71,137,1.3,40.32
491,10,21,3,16.93,545.35,727.85,0,68.04,59,1.92,40.79
492,11,21,3,19.8,674.68,726.81,0,49.33,62.9,1.51,40.94
493,12,21,3,21.05,999.16,726.06,0,47.5,96.5,2.08,37.05
494,13,21,3,19.88,418.58,725.44,0,52.98,21.8,2.43,35.95
495,14,21,3,17.62,284.79,724.72,0,64.31,9.6,3.79,29.23
496,15,21,3,16.06,180.18,724.53,0,71.57,9.2,3.45,22.83
497,16,21,3,15.62,78.24,724.4,0,70.71,4.8,3.77,34.25
498,17,21,3,15.17,18.79,724.4,0,72.13,6.1,2.61,50.57
499,18,21,3,14.63,7,724.92,0.1,80.65,312.7,1.26,53.62
500,19,21,3,13.85,0,725.6,0,88.88,145.7,1.4,53.85
501,20,21,3,13.7,0,725.86,0,89.08,153.7,1.29,57.63
502,21,21,3,13.61,0,726.8,0,88.35,94.1,1.16,45.77
503,22,21,3,13.27,0,726.85,0,92.64,117.7,1.57,37.64
504,23,21,3,13.07,0,726.89,0,93.84,245.1,0.7,35.19
505,0,22,4,12.57,0,726.8,0,94.41,264.1,0.57,34.72
506,1,22,4,12.56,0,726.8,0,96.06,99.7,0.89,28.31
507,2,22,4,12.57,0,726.67,0,95.12,36.6,0.77,19.51
508,3,22,4,12.43,0,725.6,0,94.94,156.2,1.17,24.9
509,4,22,4,12.32,0,725.6,0,94.51,145.1,1.16,31.47
510,5,22,4,12.18,0,725.6,0,94.56,151.4,1.02,34.54
511,6,22,4,12.13,0,725.62,0,92.32,183.6,1.07,40.92
512,7,22,4,12.23,6.1,726.58,0,92.03,156.4,0.93,46.15
513,8,22,4,13.2,102.79,726.8,0,87.69,142.2,1.34,48.74
514,9,22,4,,293.63,,0,,152,1.78,55
515,10,22,4,17.38,556.35,728,0,67.4,82.2,1.54,47.95
516,11,22,4,19.12,936.34,727.4,0,58.44,115.9,2.49,28.61
517,12,22,4,20.42,856.95,726.76,0,47.33,126.7,2.08,21.38
518,13,22,4,21.23,898.03,725.66,0,41.82,148,2.36,20.05
519,14,22,4,23.04,896.68,724.67,0,34.23,174.6,1.78,23.61
520,15,22,4,,629.57,,0,,201.3,2.13,24.52
521,16,22,4,20.03,281.1,723.2,0,51.49,356.7,3.85,47.82
522,17,22,4,18.86,123.02,723.57,0,57.8,40.6,2.64,48.65
523,18,22,4,16.6,2.15,724.42,0,72.85,135.6,2.19,48.94
524,19,22,4,15.98,0,724.88,0,75.77,46.9,1.59,47.63
525,20,22,4,15.22,0,725.78,0,84.66,134.2,1.9,46.89
526,21,22,4,14.89,0,726.8,0,87.27,245.4,1.06,44.09
527,22,22,4,14.4,0,726.82,0,89.64,140,1.24,37.46
528,23,22,4,13.95,0,727.54,0,93.64,146,1.12,38.91
529,0,23,5,14.16,0,727.48,0,92.11,123.3,1.14,37.85
530,1,23,5,13.99,0,726.88,0,92.56,186.1,1.09,32.82
531,2,23,5,13.88,0,726.79,0,90.09,112.4,1.39,25.71
532,3,23,5,13.23,0,725.83,0,93.63,153.5,1.38,28.44
533,4,23,5,13.14,0,725.6,0,93.04,180.1,1.07,28.66
534,5,23,5,12.99,0,725.6,0,93.62,288,0.75,26.14
535,6,23,5,13.29,0,726.02,0,91.66,304.7,0.48,27
536,7,23,5,13.04,4.94,726.8,0,92.97,126.1,0.67,27.56
537,8,23,5,13.6,150.61,727.22,0,91.92,161.2,1.29,25.78
538,9,23,5,16.23,464.93,727.94,0,60.27,173.9,3.61,19.01
539,10,23,5,17.83,706.11,727.99,0,46.33,189.3,3.43,18.91
540,11,23,5,19.77,888.41,727.28,0,40.45,173.8,3.17,17.14
541,12,23,5,21.74,1100.08,726.53,0,35.03,171,2.91,21.38
542,13,23,5,21.54,512.59,725.6,0,33.92,154.9,2.3,21.59
543,14,23,5,22.3,440.19,724.5,0,31.4,171,2.08,21.25
544,15,23,5,21.16,427.4,724.34,0,44.02,0.5,2.86,17.02
545,16,23,5,21.23,667.3,723.23,0,48.21,2.9,3.69,23.39
546,17,23,5,20.19,282.15,723.31,0,49.65,11.3,3.52,36.87
547,18,23,5,19.04,72.72,724.33,0,52.13,19.3,2.54,33.5
548,19,23,5,16.95,0,725.15,0,71.51,146.5,2.08,36.2
549,20,23,5,15.85,0,725.61,0,81.38,176.1,1.4,45.01
550,21,23,5,15.56,0,726.38,0,83.11,78.8,0.99,44.67
551,22,23,5,15.17,0,726.8,0,84.6,166.3,1.12,33.85
552,23,23,5,15.35,0,726.8,0,67.02,183.9,1.97,12.03
553,0,24,6,15.11,0,726.8,0,59.68,216.7,2.58,17.07
554,1,24,6,15.06,0,726.79,0,58.28,201.6,1.94,8.23
555,2,24,6,14.59,0,725.69,0,60.86,196.8,2.34,20.79
556,3,24,6,13.94,0,725.58,0,67.28,183.3,1.72,6.55
557,4,24,6,14,0,724.52,0,65.48,202.9,2.51,4.88
558,5,24,6,14.19,0,725.03,0,65.2,193.9,2.34,7.2
559,6,24,6,14.14,0,725.6,0,63.64,186.9,2.04,10.57
560,7,24,6,14.27,19.96,725.6,0,60.82,205,2.28,11.87
561,8,24,6,15.72,204.28,726.67,0,54.73,186,3.36,12.64
562,9,24,6,17.33,466.7,726.8,0,48.14,195.5,3.31,13.99
563,10,24,6,18.57,710.82,726.41,0,44.14,185,3.85,11.87
564,11,24,6,20.5,898.33,725.63,0,37.65,189.9,2.84,12.83
565,12,24,6,22.14,811.43,725.54,0,33.15,183.8,2.26,21.48
566,13,24,6,21.12,531.94,724.45,0,43.78,15.9,2.5,20.44
567,14,24,6,20.74,729.38,724.4,0,48.12,13.5,3.16,14.4
568,15,24,6,20.01,199.27,723.42,0,49.54,1.4,2.81,19.81
569,16,24,6,19.67,194.44,723.2,0,53.22,6.7,2.59,23.72
570,17,24,6,18.79,84.94,723.49,0,59.17,29.3,1.83,21.37
571,18,24,6,17.06,39.85,724.4,0,69.72,29.7,1.78,22.28
572,19,24,6,16.04,0,724.4,0,79.81,164.2,2.64,25.96
573,20,24,6,14.62,0,725.41,0,83.13,164,2.88,25.13
574,21,24,6,13.81,0,726.15,1.7,87.57,188,2.56,26.3
575,22,24,6,12.97,0,726.8,6.1,94.54,194.3,1.29,28.04
576,23,24,6,13.37,0,726.8,0.2,94.6,176.2,1.51,11.21
577,0,25,0,12.88,0,726.85,3.6,93.54,187.2,1.97,7.3
578,1,25,0,12.98,0,726.79,2.3,91.48,193.6,1.34,12.74
579,2,25,0,12.81,0,726.07,0.4,92.75,110.9,0.83,10.86
580,3,25,0,12.67,0,725.61,0.8,94.69,342.2,0.81,10.52
581,4,25,0,12.69,0,725.6,1.8,94.99,49.1,0.63,23.25
582,5,25,0,12.63,0,725.79,2.6,95.87,117.9,0.73,35.18
583,6,25,0,12.53,0,726.8,2.4,97.67,98.8,0.95,38.3
584,7,25,0,12.36,0,726.94,1.5,98.15,101.6,0.79,40.31
585,8,25,0,12.41,28.58,727.98,1.3,97.88,161.2,1.32,41.99
586,9,25,0,12.71,64.71,728,0.1,96.3,136.3,1.26,40.38
587,10,25,0,12.7,85.32,728.96,0,95.26,104.4,1.31,40.94
588,11,25,0,13.69,281.52,728.81,0,88.83,31.1,1.21,46.8
589,12,25,0,14.9,283.08,728,0.1,80.84,92.4,1.82,45.03
590,13,25,0,14.55,200.34,728,0,84.14,111.3,1.69,37.64
591,14,25,0,15.13,280.28,727.25,0,78.64,59.9,1.94,37.78
592,15,25,0,15.21,179.09,726.8,0,78.12,89.9,1.82,41.16
593,16,25,0,13.74,40.74,726.8,1.2,89.09,357.1,1.34,43.72
594,17,25,0,13.64,60.83,726.79,0,90.77,192.7,1.42,42.14
595,18,25,0,13.74,41.75,726.8,0,91.28,87.2,0.98,37.52
596,19,25,0,12.85,0,726.85,0,94.35,108,1.49,37.85
597,20,25,0,12.47,0,727.91,0,95.63,111.6,1.18,39.18
598,21,25,0,12.46,0,728.11,0,95.08,180.4,1.08,40.18
599,22,25,0,12.69,0,729.12,0,92.42,179.8,1.35,37.9
600,23,25,0,12.49,0,729.2,0,89.82,182.4,1.42,36.25
601,0,26,1,11.96,0,729.2,0,91.8,245.3,0.73,28.55
602,1,26,1,11.51,0,728.5,0,92.39,227.2,0.89,22.89
603,2,26,1,11.29,0,727.59,0,89.78,255.7,1.09,20.35
604,3,26,1,11.07,0,726.8,0,88.86,200.4,1.05,19.9
605,4,26,1,10.11,0,726.8,0,91.54,256.3,0.69,20.78
606,5,26,1,10.2,0,726.8,0,89.95,242.2,0.55,21.77
607,6,26,1,9.38,0,726.8,0,92.17,282.1,0.72,24.25
608,7,26,1,9.43,6.39,726.86,0,90.46,308.3,0.76,51.73
609,8,26,1,12.88,166.85,727.83,0,75.45,103.4,0.9,59.81
610,9,26,1,16.03,425.74,728,0,58.32,162.8,2.33,57.32
611,10,26,1,18.1,668.97,727.99,0,53.52,121.6,1.44,77.46
612,11,26,1,20.28,857.95,726.95,0,46.84,136.1,1.8,62.07
613,12,26,1,20.67,983.06,726.76,0,44.55,87.2,2.03,42.48
614,13,26,1,21.01,1041.08,725.72,0,43.55,68.2,2.54,28.54
615,14,26,1,20.82,995.61,725.34,0,49.63,16,3.21,20.97
616,15,26,1,20.66,965.68,724.4,0,49.05,359.3,3.57,28.37
617,16,26,1,20.4,766.36,724.4,0,48.84,14.3,3.19,39.35
618,17,26,1,19.17,340.25,724.4,0,55.07,8.3,2.66,43.04
619,18,26,1,16.96,90.94,724.8,0,65.12,23.3,2.6,43.56
620,19,26,1,15.43,0,725.6,0,73.45,5.7,2.4,47.81
621,20,26,1,14.56,0,726.3,0,81.54,44.6,1.75,41.81
622,21,26,1,13.29,0,726.8,0,93.3,97.7,1.19,44.01
623,22,26,1,13.36,0,727.62,0,92.97,185.2,1.27,44.63
624,23,26,1,13.33,0,728,0,91.54,174.9,1.04,39.81
625,0,27,2,13.07,0,727.8,0,83.1,218.1,1.05,30.2
626,1,27,2,12.48,0,726.8,0,73.38,233.6,0.93,28.19
627,2,27,2,11.64,0,726.78,0,70.7,249.2,0.57,25.25
628,3,27,2,10.21,0,725.81,0,73.59,305.3,1.01,27.68
629,4,27,2,9.87,0,725.6,0,77.5,295.3,0.71,30.34
630,5,27,2,9.36,0,725.6,0,74.82,292.1,0.99,34.38
631,6,27,2,10.09,0,725.63,0,68.48,229.9,1.27,51.17
632,7,27,2,10.87,17.55,726.24,0,65.02,204.3,1.25,55.41
633,8,27,2,13.41,192.43,726.79,0,58.49,183.5,2.35,46.39
634,9,27,2,15.82,457.16,726.8,0,44.98,179.1,2.9,36.7
635,10,27,2,18.42,689.27,726.8,0,35.84,182.4,1.97,44.97
636,11,27,2,19.77,880.8,726.39,0,36.08,110.6,1.76,51.04
637,12,27,2,21.03,999.33,725.6,0,32.85,93.3,1.92,34.59
638,13,27,2,21.55,1074.39,724.95,0,28.15,3.6,2.44,23.06
639,14,27,2,21.45,1051.72,724.4,0,38.22,0.8,3.26,21.88
640,15,27,2,21.61,961.09,723.6,0,37.32,358,3.48,24.88
641,16,27,2,20.87,768.51,723.2,0,37.6,12.8,3.58,29.41
642,17,27,2,20.15,446.84,723.2,0,41.28,14.9,3.04,44.1
643,18,27,2,17.63,87.7,724.11,0,56.78,34.6,2.11,50.85
644,19,27,2,15.73,0,724.69,0,64.72,9.1,2.64,52.66
645,20,27,2,15.43,0,725.6,0,67.24,19.1,1.78,45.86
646,21,27,2,14.55,0,726.4,0,76.26,67.7,1.68,42.87
647,22,27,2,13.56,0,726.8,0,88.13,160.3,1.26,41.22
648,23,27,2,13.53,0,727.46,0,87.94,197.8,0.74,34.02
649,0,28,3,13.05,0,726.94,0,88.63,256,0.67,30.31
650,1,28,3,12.68,0,726.8,0,78.79,279,0.87,26.42
651,2,28,3,11.91,0,726.26,0,75.16,283.1,0.8,24.85
652,3,28,3,11.3,0,725.6,0,69.93,284.2,1.1,27.89
653,4,28,3,10.89,0,725.6,0,63.69,274.7,1.03,35.76
654,5,28,3,9.58,0,725.6,0,63.21,293.5,1.04,38.26
655,6,28,3,9.29,0,725.6,0,59.28,268.7,0.91,47.71
656,7,28,3,8.67,16.75,725.77,0,57.81,308.2,0.98,61.75
657,8,28,3,13.7,183.85,726.58,0,41.98,283.8,0.71,81.43
658,9,28,3,16.51,443.35,726.8,0,31.09,149.4,1.72,81
659,10,28,3,18.2,666.62,726.8,0,30.26,100.5,1.79,85.77
660,11,28,3,19.67,850.95,726.79,0,30.73,35,1.94,43.53
661,12,28,3,20.13,1024.04,725.81,0,29.75,34.8,2.77,26.12
662,13,28,3,20.63,1074.8,725.59,0,35.27,13.4,2.48,19.14
663,14,28,3,20.87,1062.54,724.56,0,33.01,4.8,2.52,22.11
664,15,28,3,20.81,933.05,724.4,0,34.88,9,3.29,20.75
665,16,28,3,20.2,723.24,724.33,0,38.34,16.2,3.31,21.91
666,17,28,3,18.91,348.37,724.38,0,44.78,358.4,3.35,38.79
667,18,28,3,17.62,98.12,724.4,0,52.14,0.7,2.59,48.08
668,19,28,3,15.8,0,725.25,0,64.38,358.9,2.19,43.55
669,20,28,3,14.43,0,726,0,77.01,83.2,1.4,46.02
670,21,28,3,13.79,0,726.8,0,84.29,339.6,0.92,43.56
671,22,28,3,12.9,0,727.23,0,90.8,162.1,1.38,41.3
672,23,28,3,12.66,0,727.03,0,88.69,228,0.81,43.21
673,0,29,4,12.26,0,726.97,0,90.62,159.4,1.01,34.81
674,1,29,4,11.9,0,726.8,0,79.54,295.9,0.77,33.08
675,2,29,4,11.53,0,726.41,0,72.01,283.5,0.79,32.79
676,3,29,4,10.79,0,725.61,0,85.82,306.1,0.81,24.68
677,4,29,4,9.77,0,725.6,0,80.78,295.1,0.97,33.77
678,5,29,4,9.81,0,725.6,0,84.94,258.7,0.85,33.29
679,6,29,4,10.21,0,725.78,0,81.59,249.1,0.84,35.76
680,7,29,4,10.16,8.66,726.8,0,85.45,298.7,0.72,44.54
681,8,29,4,12.09,82.41,727.25,0,79.24,311.6,0.63,56.03
682,9,29,4,14.64,337.69,727.75,0,65.15,200.4,1.02,64.07
683,10,29,4,17.39,610.96,727.19,0,51.91,149,1.75,72.07
684,11,29,4,18.1,524.75,726.8,0,49.39,132,1.88,67.08
685,12,29,4,17.59,505.07,726.8,0,54.81,98.9,1.97,57.49
686,13,29,4,18.86,593.93,725.8,0,51.66,65.7,2.15,35.5
687,14,29,4,19.18,648.75,725.37,0,51.5,32.1,2.38,35.7
688,15,29,4,17.82,140.62,724.4,0,56.63,35.7,2.31,28.55
689,16,29,4,17.75,311.16,724.4,0,53.9,4.2,2.56,36.25
690,17,29,4,17.03,208.28,724.4,0,59.39,7.9,2.87,40.41
691,18,29,4,15.39,73.48,724.67,0,73.93,97.5,2.39,43.42
692,19,29,4,14.23,0,725.59,0,80.47,55.4,1.46,41.88
693,20,29,4,13.7,0,725.74,0,84.06,55.3,1.47,39.77
694,21,29,4,13.18,0,726.8,0,87.97,116,1.43,37.33
695,22,29,4,12.95,0,727.29,0,91.47,145.5,1.29,36.1
696,23,29,4,12.72,0,727.72,0,92.41,165.5,1.06,34.84
697,0,30,5,12.73,0,726.97,0,91.14,144.7,1.3,40.16
698,1,30,5,12.38,0,726.8,0,92.23,167.7,1.27,43.39
699,2,30,5,12.25,0,726.54,0,91.99,142.1,1.23,42.36
700,3,30,5,12.18,0,725.79,0,91.21,172.2,1.01,36.51
701,4,30,5,11.94,0,725.6,0,92.49,148.1,1.13,38.26
702,5,30,5,11.71,0,725.6,0,94.43,97.7,1.03,39.07
703,6,30,5,11.67,0,726.26,0,93.96,191.8,0.99,37.48
704,7,30,5,11.56,5.04,726.8,0,93.53,61.6,0.78,39.54
705,8,30,5,12.1,87.09,727.44,0,90.84,123.1,1.3,33.65
706,9,30,5,14.31,439.58,728,0,79.86,158.7,1.86,38.39
707,10,30,5,16.83,681.63,728,0,62.9,139.2,1.95,55.4
708,11,30,5,18.27,632.19,727.07,0,56.17,42.2,2.05,34.39
709,12,30,5,16.06,296.72,726.8,0,64.63,31.5,2.67,31.52
710,13,30,5,15.23,265.5,726.8,0,67.67,15,3.55,27.75
711,14,30,5,14.81,170.61,726.8,0,70.98,357.7,2.33,38.33
712,15,30,5,15.12,158.98,725.77,0,65.99,164.6,2.05,37.91
713,16,30,5,15.44,330.93,725.56,0,62.96,172,2.19,34.67
714,17,30,5,16.38,234.38,724.47,0,57.14,152.9,2,42.45
715,18,30,5,15.38,91.95,725.45,0,62.69,63,1.72,37.5
716,19,30,5,13.98,0,725.85,0,72.02,16.3,1.42,31.84
717,20,30,5,12.98,0,726.87,0,85.08,118.5,1.76,34.61
718,21,30,5,12.03,0,727.91,0.3,93.39,129.7,1.35,34.48
719,22,30,5,11.83,0,728.01,0,94.34,162.1,1.22,27.3
720,23,30,5,11.88,0,728,0,90.93,175.7,1.35,46.87
721,0,31,6,12.09,0,728,0,87.29,172.2,1.56,40.77
722,1,31,6,12.26,0,727.69,0,84.1,226.9,1.11,23.29
723,2,31,6,11.61,0,726.8,0,86.35,297.4,0.81,23.4
724,3,31,6,11.09,0,726.8,0,88.69,290,0.74,37.52
725,4,31,6,11.71,0,726.8,0,86.01,219.6,0.96,25.48
726,5,31,6,10.87,0,726.59,0,87.57,301.1,0.93,26.78
727,6,31,6,10.79,0,726.8,0,86.29,274.2,0.59,36.11
728,7,31,6,11.62,12.4,726.8,0,81.39,174.4,1.19,40.41
729,8,31,6,12.63,125.15,727.71,0,78.36,324.1,0.61,54.89
730,9,31,6,14.93,251.29,728,0,66.65,146.7,1.16,54.88
731,10,31,6,15.65,302.3,728,0,63,140.9,1.34,47.6
732,11,31,6,17.39,653.92,727.32,0,56.25,80.3,1.39,49.89
733,12,31,6,19.73,1029.7,726.74,0,50.14,108.7,2.12,44.55
734,13,31,6,18.94,493.5,725.86,0,51.97,129,2.06,30.95
735,14,31,6,20.32,571.42,724.9,0,44.28,46.3,1.71,26.19
736,15,31,6,18.86,218.64,724.4,0,50.45,138.5,2.05,32.64
737,16,31,6,15.83,35.74,724.4,4.6,79.34,102.3,1.64,45.7
738,17,31,6,13.81,22.95,724.46,0.1,82.31,182.7,2.25,54.04
739,18,31,6,13.54,29.45,725.4,0,79.84,169.3,0.94,36.86
740,19,31,6,13.46,0,725.6,0,86.15,175,1.9,33.24
741,20,31,6,12.81,0,726.07,0,90.36,160.7,1.85,33.26
742,21,31,6,12.83,0,726.8,0,88.73,235.8,0.81,31.56
743,22,31,6,11.64,0,727.12,0,90.41,296.5,0.94,36.16
744,23,31,6,11.36,0,727.95,0,90.6,294.6,0.66,39.26
745,0,32,0,11.11,0,727.58,0,90.32,251.2,0.83,40.79
746,1,32,0,11.32,0,726.8,0,90.18,202,1.13,17.75
747,2,32,0,10.82,0,725.92,0,84.56,229.6,0.83,18.83
748,3,32,0,9.85,0,725.6,0,88.42,285.9,0.77,18.2
749,4,32,0,9.49,0,725.59,0,86.73,270,0.95,22.6
750,5,32,0,9.9,0,725.59,0,84.45,230.6,0.87,33.48
751,6,32,0,10.2,0,725.6,0,74.44,205.9,1.18,44.99
752,7,32,0,10.25,6.91,725.6,0,71.84,235.7,1.03,47.83
753,8,32,0,11.12,62.46,726.62,0,69.43,267.1,1,58.88
754,9,32,0,13.92,323.72,726.77,0,54.77,181.5,2.25,66.73
755,10,32,0,16.86,607.31,726.69,0,44.82,160.4,2.29,75.73
756,11,32,0,18.69,804.14,726,0,43.92,44.5,1.66,45.54
