Index,Hours,Julian_day,Week_day,T_°C,SR_W/m2,p_mb,Prec_mm,RH_%,WD_°,WS_m/s,Class
12330.0,17.0,149.0,4.0,14.97,118.94,724.4,0.0,69.51,14.6,2.46,1
12328.0,15.0,149.0,4.0,15.64,221.63,724.44,0.0,65.61,14.1,2.18,0
12356.0,19.0,150.0,5.0,13.82,0.0,724.43,0.0,84.52,340.3,1.34,1
12352.0,15.0,150.0,5.0,17.42,505.04,724.4,0.0,59.31,31.3,1.96,0
12371.0,10.0,151.0,6.0,16.32,309.9,726.8,0.0,60.47,143.3,1.32,1
12364.0,3.0,151.0,6.0,11.11,0.0,725.58,0.0,84.67,312.5,0.63,0
12392.0,7.0,152.0,0.0,11.88,11.92,726.48,0.0,71.29,250.8,0.62,1
12403.0,18.0,152.0,0.0,17.25,57.09,724.4,0.0,39.16,99.8,2.48,0
12429.0,20.0,153.0,1.0,15.19,0.0,725.05,0.0,48.44,356.2,0.94,1
12421.0,12.0,153.0,1.0,18.89,715.04,725.6,0.0,37.75,152.9,2.81,0
12452.0,19.0,154.0,2.0,14.67,0.0,724.4,0.0,60.7,317.8,1.26,1
12451.0,18.0,154.0,2.0,15.84,10.94,724.39,0.0,53.61,107.1,1.73,0
12477.0,20.0,155.0,3.0,15.19,0.0,725.6,0.0,49.18,28.2,0.94,1
12476.0,19.0,155.0,3.0,15.56,0.0,725.59,0.0,45.99,136.7,1.09,0
12489.0,8.0,156.0,4.0,13.38,130.59,726.06,0.0,70.54,342.3,0.96,1
12501.0,20.0,156.0,4.0,14.7,0.0,725.63,0.0,53.34,1.5,1.65,0
12506.0,1.0,157.0,5.0,13.49,0.0,725.99,0.0,58.86,248.2,1.1,1
12522.0,17.0,157.0,5.0,16.81,209.4,724.4,0.0,55.41,357.6,2.72,0
12548.0,19.0,158.0,6.0,14.61,0.0,725.53,0.0,68.04,26.3,2.08,1
12535.0,6.0,158.0,6.0,10.94,0.0,725.6,0.0,93.86,270.1,0.5,0
12570.0,17.0,159.0,0.0,14.93,155.85,724.63,0.1,76.45,16.7,1.93,1
12566.0,13.0,159.0,0.0,18.77,745.48,725.99,0.0,41.51,146.6,1.97,0
12586.0,9.0,160.0,1.0,14.76,349.98,726.8,0.0,67.41,127.5,1.32,1
12588.0,11.0,160.0,1.0,17.52,409.78,726.18,0.0,49.59,86.8,1.63,0
12619.0,18.0,161.0,2.0,16.25,44.52,724.25,0.0,62.53,20.6,2.87,1
12604.0,3.0,161.0,2.0,11.72,0.0,725.6,0.0,92.16,172.0,1.16,0
12633.0,8.0,162.0,3.0,15.05,146.36,726.79,0.0,63.73,75.1,0.87,1
12640.0,15.0,162.0,3.0,20.52,695.46,724.33,0.0,34.36,111.7,3.67,0
12669.0,20.0,163.0,4.0,15.16,0.0,725.6,0.0,63.38,351.6,1.63,1
12659.0,10.0,163.0,4.0,18.08,596.65,726.8,0.0,40.64,148.6,2.55,0
12681.0,8.0,164.0,5.0,14.92,221.71,726.8,0.0,73.67,162.8,1.19,1
12678.0,5.0,164.0,5.0,11.61,0.0,725.6,0.0,89.14,178.4,0.87,0
12717.0,20.0,165.0,6.0,13.59,0.0,725.6,0.2,80.63,243.2,0.93,1
12699.0,2.0,165.0,6.0,11.92,0.0,725.62,0.0,81.2,206.0,1.06,0
12739.0,18.0,166.0,0.0,20.28,68.35,723.07,0.0,33.93,83.5,2.01,1
12733.0,12.0,166.0,0.0,20.6,856.72,725.6,0.0,36.47,115.6,2.32,0
12763.0,18.0,167.0,1.0,18.48,32.37,723.2,0.0,40.39,117.3,2.48,1
12765.0,20.0,167.0,1.0,15.62,0.0,724.4,0.0,53.11,341.3,2.04,0
12775.0,6.0,168.0,2.0,12.69,0.0,724.63,0.0,68.4,269.8,1.17,1
12789.0,20.0,168.0,2.0,15.19,0.0,724.4,0.0,51.23,338.6,1.9,0
12800.0,7.0,169.0,3.0,12.77,8.08,724.4,0.0,60.94,217.9,1.66,1
12794.0,1.0,169.0,3.0,14.29,0.0,725.6,0.0,49.53,250.3,1.51,0
12823.0,6.0,170.0,4.0,13.98,0.0,724.4,0.0,44.87,181.1,3.12,1
12836.0,19.0,170.0,4.0,15.03,0.0,724.4,0.0,49.38,132.3,1.71,0
12860.0,19.0,171.0,5.0,15.32,0.0,724.85,0.0,57.78,40.9,1.85,1
12848.0,7.0,171.0,5.0,13.36,16.25,724.55,0.0,56.8,187.6,2.55,0
12887.0,22.0,172.0,6.0,14.15,0.0,726.8,0.0,55.05,201.5,1.92,1
12888.0,23.0,172.0,6.0,13.93,0.0,726.8,0.0,53.71,201.8,1.73,0
12895.0,6.0,173.0,0.0,11.88,0.0,725.6,0.0,63.16,199.9,2.7,1
12907.0,18.0,173.0,0.0,16.99,27.66,724.4,0.0,42.88,155.0,3.29,0
12934.0,21.0,174.0,1.0,14.84,0.0,726.13,0.0,45.21,182.1,3.42,1
12918.0,5.0,174.0,1.0,12.33,0.0,725.6,0.0,58.46,218.8,3.62,0
12944.0,7.0,175.0,2.0,14.16,17.0,725.6,0.0,51.91,215.0,3.52,1
12960.0,23.0,175.0,2.0,14.79,0.0,726.06,0.0,45.22,197.2,3.94,0
12981.0,20.0,176.0,3.0,15.5,0.0,725.31,0.0,48.85,183.3,3.2,1
12974.0,13.0,176.0,3.0,19.19,962.11,724.57,0.0,35.16,124.0,4.76,0
12992.0,7.0,177.0,4.0,14.02,18.47,725.07,0.0,51.06,219.3,3.73,1
12999.0,14.0,177.0,4.0,19.77,931.34,724.4,0.0,32.71,153.0,4.46,0
13027.0,18.0,178.0,5.0,17.44,79.81,724.4,0.0,34.06,150.8,2.94,1
13030.0,21.0,178.0,5.0,13.7,0.0,725.6,0.0,48.4,218.9,4.52,0
13052.0,19.0,179.0,6.0,15.57,0.0,724.43,0.0,44.24,152.4,2.04,1
13041.0,8.0,179.0,6.0,15.53,170.79,725.98,0.0,45.4,175.0,2.99,0
13063.0,6.0,180.0,0.0,13.64,0.0,725.13,0.0,53.56,225.4,2.13,1
13062.0,5.0,180.0,0.0,13.04,0.0,724.66,0.0,56.85,223.8,1.71,0
13087.0,6.0,181.0,1.0,9.98,0.0,726.19,0.0,70.65,295.9,0.85,1
13097.0,16.0,181.0,1.0,20.6,143.7,723.2,0.0,33.33,359.7,1.82,0
13126.0,21.0,182.0,2.0,14.7,0.0,725.6,0.0,51.26,301.3,1.11,1
13125.0,20.0,182.0,2.0,16.16,0.0,725.24,0.0,45.02,66.6,1.59,0
13135.0,6.0,183.0,3.0,13.62,0.0,725.6,0.0,53.53,205.1,1.82,1
13148.0,19.0,183.0,3.0,17.05,0.0,724.4,0.0,47.22,40.1,1.77,0
13175.0,22.0,184.0,4.0,14.24,0.0,725.48,0.0,63.54,344.9,1.48,1
13156.0,3.0,184.0,4.0,12.99,0.0,724.4,0.0,56.58,217.9,3.25,0
13178.0,1.0,185.0,5.0,13.6,0.0,724.4,0.0,54.49,317.1,0.9,1
13193.0,16.0,185.0,5.0,17.72,221.38,723.2,0.0,55.36,350.4,2.65,0
13223.0,22.0,186.0,6.0,13.49,0.0,726.8,0.0,85.61,176.3,1.21,1
13217.0,16.0,186.0,6.0,17.35,89.84,724.4,0.0,56.22,8.8,2.91,0
13242.0,17.0,187.0,0.0,11.58,20.13,724.57,30.7,97.78,204.9,1.65,1
13239.0,14.0,187.0,0.0,20.23,861.86,725.29,0.0,42.2,12.5,2.91,0
13256.0,7.0,188.0,1.0,11.46,9.18,726.28,0.0,97.68,131.4,1.36,1
13271.0,22.0,188.0,1.0,12.44,0.0,726.8,0.0,95.06,149.4,0.82,0
13281.0,8.0,189.0,2.0,14.6,152.55,726.23,0.0,77.11,151.2,1.63,1
13286.0,13.0,189.0,2.0,18.7,249.02,724.61,0.0,44.97,99.8,1.59,0
13305.0,8.0,190.0,3.0,14.64,151.96,725.6,0.0,59.31,188.4,1.86,1
13301.0,4.0,190.0,3.0,11.38,0.0,725.59,0.0,75.34,302.8,0.79,0
13329.0,8.0,191.0,4.0,14.73,184.42,725.6,0.0,62.15,311.7,1.05,1
13340.0,19.0,191.0,4.0,15.91,0.0,724.44,0.0,48.09,209.3,1.31,0
13364.0,19.0,192.0,5.0,14.13,0.0,725.67,0.0,81.54,131.9,1.71,1
13365.0,20.0,192.0,5.0,13.88,0.0,726.76,0.0,80.0,144.6,1.79,0
13387.0,18.0,193.0,6.0,15.43,48.34,725.45,0.0,62.74,6.0,2.13,1
13384.0,15.0,193.0,6.0,17.1,122.76,724.79,0.0,53.19,5.2,2.65,0
13401.0,8.0,194.0,0.0,13.59,157.48,726.84,0.0,54.84,163.1,2.11,1
13404.0,11.0,194.0,0.0,18.0,803.53,726.95,0.0,40.82,153.1,2.26,0
13427.0,10.0,195.0,1.0,14.18,461.82,728.0,0.0,59.69,130.2,1.56,1
13418.0,1.0,195.0,1.0,10.01,0.0,726.8,0.0,79.36,289.3,0.87,0
13449.0,8.0,196.0,2.0,12.43,144.1,726.8,0.0,64.78,261.3,0.78,1
13463.0,22.0,196.0,2.0,12.81,0.0,727.82,0.0,88.93,177.3,1.14,0
13484.0,19.0,197.0,3.0,15.26,0.0,725.04,0.0,47.61,36.8,1.36,1
13480.0,15.0,197.0,3.0,19.03,557.56,724.55,0.0,36.7,105.1,2.9,0
13510.0,21.0,198.0,4.0,14.3,0.0,725.71,0.0,40.62,133.3,1.86,1
13497.0,8.0,198.0,4.0,13.54,186.23,726.78,0.0,44.95,205.4,3.08,0
13532.0,19.0,199.0,5.0,14.37,0.0,725.65,0.0,63.33,322.5,1.45,1
13520.0,7.0,199.0,5.0,10.97,10.26,726.39,0.0,82.05,179.4,0.96,0
13547.0,10.0,200.0,6.0,16.45,473.82,728.0,0.0,53.5,105.6,1.55,1
13554.0,17.0,200.0,6.0,15.95,143.51,725.56,0.0,61.65,68.6,2.52,0
13571.0,10.0,201.0,0.0,16.05,561.2,728.0,0.0,61.54,123.1,1.82,1
13579.0,18.0,201.0,0.0,14.71,103.41,725.6,0.0,74.31,57.5,2.14,0
13603.0,18.0,202.0,1.0,15.97,52.0,724.4,0.0,62.43,12.0,2.98,1
13599.0,14.0,202.0,1.0,18.82,275.86,724.42,0.0,42.07,41.9,1.99,0
13619.0,10.0,203.0,2.0,11.63,195.93,728.0,0.1,84.59,26.2,0.78,1
13622.0,13.0,203.0,2.0,15.57,513.8,726.8,0.0,50.97,194.9,2.72,0
13642.0,9.0,204.0,3.0,13.57,359.31,727.97,0.0,72.97,5.8,1.19,1
13646.0,13.0,204.0,3.0,18.03,541.36,726.76,0.0,46.26,148.9,2.32,0
13676.0,19.0,205.0,4.0,16.23,0.0,724.91,0.0,43.7,194.2,2.19,1
13664.0,7.0,205.0,4.0,12.54,17.0,726.8,0.0,56.85,215.3,3.66,0
13689.0,8.0,206.0,5.0,15.23,163.4,726.79,0.0,44.08,208.3,2.2,1
13694.0,13.0,206.0,5.0,19.73,918.47,725.03,0.0,34.86,119.0,3.06,0
13724.0,19.0,207.0,6.0,16.43,0.0,724.4,0.0,53.32,18.1,1.68,1
13706.0,1.0,207.0,6.0,12.8,0.0,725.65,0.0,54.13,214.4,2.46,0
13735.0,6.0,208.0,0.0,11.39,0.0,724.42,0.0,67.81,270.1,0.84,1
13744.0,15.0,208.0,0.0,18.56,334.28,723.25,0.0,40.77,131.9,3.06,0
13762.0,9.0,209.0,1.0,14.0,258.65,725.6,0.0,79.38,109.2,1.28,1
13765.0,12.0,209.0,1.0,19.55,855.08,725.6,0.0,42.05,144.6,2.16,0
13784.0,7.0,210.0,2.0,12.51,6.42,724.4,0.0,71.85,200.5,1.5,1
13798.0,21.0,210.0,2.0,13.91,0.0,725.6,0.0,68.76,3.1,1.86,0
13808.0,7.0,211.0,3.0,13.04,13.86,725.34,0.0,55.21,233.5,1.31,1
13807.0,6.0,211.0,3.0,13.01,0.0,725.39,0.0,52.61,232.2,1.43,0
13846.0,21.0,212.0,4.0,13.74,0.0,725.45,0.0,43.15,206.3,1.26,1
13842.0,17.0,212.0,4.0,17.83,130.77,724.38,0.0,37.95,146.0,3.34,0
13850.0,1.0,213.0,5.0,13.29,0.0,725.62,0.0,53.55,186.4,1.71,1
13855.0,6.0,213.0,5.0,9.96,0.0,725.6,0.0,76.91,298.8,0.85,0
13893.0,20.0,214.0,6.0,15.59,0.0,724.4,0.0,49.36,139.4,2.16,1
13873.0,0.0,214.0,6.0,13.5,0.0,725.6,0.0,55.19,226.4,1.24,0
13916.0,19.0,215.0,0.0,16.86,0.0,723.75,0.0,38.08,168.4,2.31,1
13915.0,18.0,215.0,0.0,19.08,124.64,723.2,0.0,34.15,131.2,2.63,0
13941.0,20.0,216.0,1.0,15.86,0.0,725.41,0.0,46.41,167.5,2.51,1
13923.0,2.0,216.0,1.0,13.54,0.0,724.62,0.0,50.78,203.3,3.51,0
13963.0,18.0,217.0,2.0,16.29,37.08,724.4,0.0,42.47,132.9,3.17,1
13957.0,12.0,217.0,2.0,20.35,790.01,725.61,0.0,34.49,101.2,3.59,0
13987.0,18.0,218.0,3.0,18.08,109.8,723.2,0.0,36.6,101.2,3.52,1
13986.0,17.0,218.0,3.0,19.66,342.47,723.2,0.0,29.9,123.8,3.21,0
14012.0,19.0,219.0,4.0,16.26,0.0,724.4,0.0,56.44,6.2,2.74,1
13997.0,4.0,219.0,4.0,12.43,0.0,724.4,0.0,49.23,193.9,2.89,0
14024.0,7.0,220.0,5.0,14.40334,9.73,725.21387,0.0,67.480576,275.5,0.75,1
14031.0,14.0,220.0,5.0,19.08,538.32,724.65,0.0,44.29,22.6,2.92,0
14043.0,2.0,221.0,6.0,11.59,0.0,726.8,0.0,93.71,127.0,0.97,1
14063.0,22.0,221.0,6.0,13.22,0.0,726.8,0.0,74.51,15.1,1.64,0
14084.0,19.0,222.0,0.0,15.9,0.0,723.24,0.0,53.61,6.0,2.45,1
14087.0,22.0,222.0,0.0,13.44,0.0,725.61,0.0,60.49,8.8,2.09,0
14111.0,22.0,223.0,1.0,13.03,0.0,726.26,0.0,57.46,319.3,1.13,1
14091.0,2.0,223.0,1.0,9.92,0.0,725.58,0.0,75.57,293.0,1.0,0
14119.0,6.0,224.0,2.0,12.03,0.0,724.4,0.0,56.58,215.4,2.11,1
14117.0,4.0,224.0,2.0,11.88,0.0,724.4,0.0,59.36,226.5,1.87,0
14158.0,21.0,225.0,3.0,13.97,0.0,725.84,0.0,67.06,335.8,1.16,1
14154.0,17.0,225.0,3.0,17.9,89.33,723.98,0.0,49.11,8.1,2.65,0
14169.0,8.0,226.0,4.0,13.15,134.07,726.2,0.0,81.04,71.0,1.26,1
14175.0,14.0,226.0,4.0,19.21,389.27,724.41,0.0,40.14,148.2,2.41,0
14193.0,8.0,227.0,5.0,12.52,129.14,726.11,0.0,86.94,106.1,1.08,1
14190.0,5.0,227.0,5.0,11.42,0.0,725.51,0.0,93.67,41.3,0.77,0
14211.0,2.0,228.0,6.0,13.8,0.0,725.71,0.0,53.78,214.8,1.69,1
14221.0,12.0,228.0,6.0,17.06,410.32,726.79,0.0,42.19,130.8,2.86,0
14254.0,21.0,229.0,0.0,13.08,0.0,726.8,0.0,48.73,288.4,1.0,1
14238.0,5.0,229.0,0.0,12.31,0.0,725.6,0.0,55.91,193.3,3.45,0
14276.0,19.0,230.0,1.0,16.78,0.0,724.4,0.0,40.16,80.3,1.74,1
14278.0,21.0,230.0,1.0,15.09,0.0,725.6,0.0,50.04,185.8,1.78,0
14287.0,6.0,231.0,2.0,13.27,0.0,724.42,0.0,53.65,204.4,2.86,1
14289.0,8.0,231.0,2.0,15.32,149.24,725.6,0.0,46.74,203.7,2.38,0
14325.0,20.0,232.0,3.0,15.21,0.0,725.23,0.0,58.92,355.2,2.02,1
14327.0,22.0,232.0,3.0,14.16,0.0,726.8,0.0,60.77,1.6,1.09,0
14347.0,18.0,233.0,4.0,17.73,82.56,724.04,0.0,41.33,20.5,2.01,1
14352.0,23.0,233.0,4.0,12.37,0.0,726.79,0.0,60.49,269.5,1.15,0
14372.0,19.0,234.0,5.0,16.39,0.0,724.34,0.0,51.33,9.2,2.21,1
14371.0,18.0,234.0,5.0,17.88,77.4,723.28,0.0,45.87,354.3,2.72,0
14379.0,2.0,235.0,6.0,11.45,0.0,725.6,0.0,65.92,265.1,1.0,1
14380.0,3.0,235.0,6.0,12.2,0.0,725.1,0.0,68.62,201.8,1.07,0
14408.0,7.0,236.0,0.0,12.46,19.44,725.36,0.0,57.9,191.3,1.81,1
14410.0,9.0,236.0,0.0,15.56,205.26,726.57,0.0,48.42,240.6,1.08,0
14433.0,8.0,237.0,1.0,12.94,132.42,725.77,0.0,83.74,115.2,0.98,1
14448.0,23.0,237.0,1.0,13.37,0.0,726.8,0.0,61.54,334.8,1.08,0
14456.0,7.0,238.0,2.0,11.12,20.59,725.6,0.0,67.8,224.9,0.94,1
14467.0,18.0,238.0,2.0,16.61,40.53,724.4,0.0,54.82,2.6,3.16,0
14473.0,0.0,239.0,3.0,11.53,0.0,726.83,0.0,91.29,161.5,1.37,1
14474.0,1.0,239.0,3.0,11.29,0.0,726.8,0.0,91.63,151.0,0.88,0
14503.0,6.0,240.0,4.0,12.56,0.0,724.4,0.0,64.31,273.6,1.05,1
14514.0,17.0,240.0,4.0,17.64,183.49,723.22,0.0,40.91,100.8,3.74,0
14541.0,20.0,241.0,5.0,14.79,0.0,724.41,0.0,50.5,183.7,2.27,1
14543.0,22.0,241.0,5.0,13.57,0.0,725.64,0.0,53.79,204.5,2.55,0
14565.0,20.0,242.0,6.0,14.87,0.0,725.59,0.0,44.73,184.9,1.95,1
14550.0,5.0,242.0,6.0,12.6,0.0,724.4,0.0,58.17,219.7,2.99,0
14587.0,18.0,243.0,0.0,16.88,80.38,724.61,0.0,43.85,113.1,2.75,1
14580.0,11.0,243.0,0.0,19.17,940.19,726.75,0.0,34.65,96.5,3.56,0
14600.0,7.0,244.0,1.0,12.4,22.37,726.8,0.0,74.14,213.6,1.19,1
14604.0,11.0,244.0,1.0,18.59,564.9,726.8,0.0,39.26,172.4,2.7,0
14635.0,18.0,245.0,2.0,15.92,46.92,724.4,0.0,44.23,145.5,2.21,1
14619.0,2.0,245.0,2.0,13.89,0.0,726.81,0.0,57.39,185.7,0.98,0
14663.0,22.0,246.0,3.0,13.5,0.0,725.95,0.0,54.12,277.6,0.92,1
14642.0,1.0,246.0,3.0,12.48,0.0,726.73,0.0,52.25,195.1,2.61,0
14685.0,20.0,247.0,4.0,14.76,0.0,725.57,0.0,46.16,277.5,1.06,1
14684.0,19.0,247.0,4.0,15.83,0.0,724.96,0.0,43.79,95.0,2.1,0
14697.0,8.0,248.0,5.0,15.22,232.13,725.81,0.0,41.26,184.5,2.19,1
14704.0,15.0,248.0,5.0,20.92,879.35,724.4,0.0,30.25,100.3,3.68,0
14720.0,7.0,249.0,6.0,11.96,20.89,726.37,0.0,83.5,178.9,1.2,1
14721.0,8.0,249.0,6.0,13.84,193.78,726.8,0.0,71.45,158.9,1.56,0
14744.0,7.0,250.0,0.0,11.8,5.06,725.6,0.0,77.08,229.5,1.05,1
14756.0,19.0,250.0,0.0,15.55,0.0,724.42,0.0,56.21,2.8,3.19,0
14782.0,21.0,251.0,1.0,13.44,0.0,725.45,0.0,48.24,276.3,0.96,1
14769.0,8.0,251.0,1.0,14.8,231.45,725.6,0.0,54.06,359.1,2.09,0
14792.0,7.0,252.0,2.0,13.21,13.07,724.44,0.0,51.76,334.6,1.14,1
14808.0,23.0,252.0,2.0,11.84,0.0,726.8,0.0,65.9,328.3,1.48,0
14815.0,6.0,253.0,3.0,10.96,0.0,724.67,0.0,52.02,204.9,1.81,1
14828.0,19.0,253.0,3.0,15.4,0.0,725.27,0.0,58.15,2.5,2.08,0
14840.0,7.0,254.0,4.0,13.17,24.58,726.09,0.0,42.85,215.9,1.62,1
14841.0,8.0,254.0,4.0,15.12,197.04,726.8,0.0,38.48,181.7,1.67,0
14861.0,4.0,255.0,5.0,10.98,0.0,725.6,0.0,38.38,227.6,1.14,1
14873.0,16.0,255.0,5.0,20.94,703.56,723.2,0.0,24.57,100.3,4.88,0
14900.0,19.0,256.0,6.0,15.06,0.0,725.24,0.0,39.66,110.9,2.71,1
14891.0,10.0,256.0,6.0,17.68,772.97,726.8,0.0,16.18,176.8,4.31,0
14923.0,18.0,257.0,0.0,17.53,73.98,724.4,0.0,32.05,94.3,3.33,1
14926.0,21.0,257.0,0.0,13.96,0.0,725.86,0.0,43.56,174.5,1.59,0
14950.0,21.0,258.0,1.0,15.64,0.0,726.78,0.0,47.03,214.6,1.9,1
14945.0,16.0,258.0,1.0,19.71,456.13,724.45,0.0,31.27,113.2,4.26,0
14975.0,22.0,259.0,2.0,13.88,0.0,726.76,0.0,70.52,198.8,1.03,1
14966.0,13.0,259.0,2.0,21.48,1051.53,725.42,0.0,29.93,105.5,3.32,0
14985.0,8.0,260.0,3.0,14.79,234.29,726.07,0.0,57.85,189.6,1.26,1
14986.0,9.0,260.0,3.0,17.19,463.58,726.8,0.0,49.52,133.9,1.16,0
15019.0,18.0,261.0,4.0,16.36,26.44,723.53,0.0,57.41,19.2,2.02,1
15010.0,9.0,261.0,4.0,13.25,112.65,726.8,0.0,84.03,158.9,1.53,0
15025.0,0.0,262.0,5.0,11.25,0.0,726.79,0.0,84.54,313.3,0.7,1
15032.0,7.0,262.0,5.0,13.18,25.98,725.6,0.0,58.67,196.9,2.4,0
15069.0,20.0,263.0,6.0,13.87,0.0,725.56,0.0,91.52,221.3,0.76,1
15059.0,10.0,263.0,6.0,18.87,768.03,726.17,0.0,41.3,194.6,3.04,0
15092.0,19.0,264.0,0.0,13.49,0.0,724.4,0.8,90.31,193.0,1.78,1
15093.0,20.0,264.0,0.0,13.35,0.0,724.84,0.0,81.78,208.5,1.55,0
15103.0,6.0,265.0,1.0,11.57,0.0,724.77,0.0,66.04,273.1,1.25,1
15110.0,13.0,265.0,1.0,20.11,939.57,724.2,0.0,35.35,110.5,2.99,0
15129.0,8.0,266.0,2.0,14.7,253.97,725.32,0.0,53.17,249.6,0.83,1
15126.0,5.0,266.0,2.0,10.85,0.0,724.39,0.0,65.29,197.6,1.02,0
15151.0,6.0,267.0,3.0,11.7,0.0,724.4,0.0,56.92,186.6,1.7,1
15167.0,22.0,267.0,3.0,13.7,0.0,725.98,0.0,56.4,271.8,0.77,0
15190.0,21.0,268.0,4.0,14.71,0.0,725.6,0.0,47.01,274.8,1.13,1
15182.0,13.0,268.0,4.0,20.81,1165.51,724.52,0.0,28.0,121.4,3.99,0
15194.0,1.0,269.0,5.0,12.26,0.0,725.91,0.0,61.69,309.0,0.91,1
15207.0,14.0,269.0,5.0,20.99,577.67,724.21,0.0,33.56,108.5,2.9,0
15238.0,21.0,270.0,6.0,14.66,0.0,725.59,0.0,45.91,264.0,1.27,1
15236.0,19.0,270.0,6.0,16.45,0.0,724.4,0.0,50.42,55.6,2.47,0
15260.0,19.0,271.0,0.0,16.92,0.0,723.65,0.0,38.15,42.9,1.57,1
15252.0,11.0,271.0,0.0,19.93,974.11,725.6,0.0,33.48,96.3,2.67,0
15272.0,7.0,272.0,1.0,9.89,47.64,725.6,0.0,63.89,307.0,0.88,1
15266.0,1.0,272.0,1.0,10.92,0.0,725.6,0.0,60.97,286.7,0.73,0
15295.0,6.0,273.0,2.0,12.28,0.0,724.46,0.0,82.72,264.4,0.63,1
15296.0,7.0,273.0,2.0,12.74,28.74,725.59,0.0,81.86,147.3,0.82,0
15322.0,9.0,274.0,3.0,15.49,451.9,725.9,0.0,66.0,112.3,1.59,1
15317.0,4.0,274.0,3.0,11.42,0.0,724.4,0.0,86.66,319.7,0.66,0
15346.0,9.0,275.0,4.0,14.32,245.07,726.28,0.0,66.03,162.5,1.19,1
15354.0,17.0,275.0,4.0,15.51,49.69,723.69,0.0,59.59,169.6,3.16,0
15369.0,8.0,276.0,5.0,14.16,246.27,725.45,0.0,64.15,30.0,1.05,1
15375.0,14.0,276.0,5.0,20.94,543.52,723.2,0.0,34.96,130.9,3.03,0
15392.0,7.0,277.0,6.0,11.88,43.28,725.16,0.0,66.32,297.8,0.92,1
15397.0,12.0,277.0,6.0,19.5,425.36,725.57,0.0,39.92,171.1,2.19,0
15416.0,7.0,278.0,0.0,14.27,54.5,725.76,0.0,53.3,211.6,2.11,1
15427.0,18.0,278.0,0.0,16.92,32.2,725.59,0.0,38.79,47.3,2.34,0
15439.0,6.0,279.0,1.0,11.5,0.0,725.61,0.0,63.82,306.4,0.85,1
15453.0,20.0,279.0,1.0,14.94,0.0,726.07,0.0,56.17,6.8,2.82,0
15465.0,8.0,280.0,2.0,14.71,283.19,726.8,0.0,49.17,5.5,1.27,1
15460.0,3.0,280.0,2.0,11.39,0.0,725.89,0.0,59.71,246.8,0.76,0
15500.0,19.0,281.0,3.0,16.66,0.0,724.4,0.0,54.03,7.8,2.57,1
15490.0,9.0,281.0,3.0,16.59,543.26,726.8,0.0,37.89,197.7,2.44,0
15512.0,7.0,282.0,4.0,11.75,58.45,725.6,0.0,68.83,187.8,1.66,1
15519.0,14.0,282.0,4.0,20.54,986.95,724.03,0.0,41.55,9.2,3.89,0
15538.0,9.0,283.0,5.0,14.72,218.69,727.94,0.0,75.45,176.3,1.08,1
15533.0,4.0,283.0,5.0,12.11,0.0,725.59,0.0,92.99,185.8,0.72,0
15556.0,3.0,284.0,6.0,12.08,0.0,724.73,0.0,89.38,221.3,0.65,1
15564.0,11.0,284.0,6.0,18.86,562.71,726.33,0.0,46.3,46.6,1.6,0
15585.0,8.0,285.0,0.0,13.62,251.19,726.8,0.0,75.32,35.4,0.97,1
15588.0,11.0,285.0,0.0,19.39,653.57,726.61,0.0,40.66,128.8,1.98,0
15617.0,16.0,286.0,1.0,14.83,31.57,724.41,6.1,73.52,145.6,2.42,1
15612.0,11.0,286.0,1.0,18.73,517.65,726.8,0.0,53.54,97.0,1.75,0
15642.0,17.0,287.0,2.0,12.39,9.99,724.4,1.7,95.59,176.3,1.66,1
15646.0,21.0,287.0,2.0,11.81,0.0,726.8,0.1,97.12,93.3,0.83,0
15665.0,16.0,288.0,3.0,13.94,99.56,723.6,6.2,94.2,94.7,2.11,1
15671.0,22.0,288.0,3.0,12.43,0.0,726.8,0.3,96.12,166.4,1.07,0
15689.0,16.0,289.0,4.0,14.22,41.62,723.83,0.0,74.24,184.6,2.34,1
15694.0,21.0,289.0,4.0,12.57,0.0,726.49,0.0,89.94,185.2,1.52,0
15716.0,19.0,290.0,5.0,15.57,0.0,724.82,0.0,66.86,1.0,2.28,1
15708.0,11.0,290.0,5.0,19.68,1018.38,726.8,0.0,48.49,132.1,2.38,0
15737.0,16.0,291.0,6.0,16.7,68.65,725.57,0.0,61.86,190.0,2.51,1
15741.0,20.0,291.0,6.0,13.69,0.0,727.3,0.0,61.09,226.8,2.31,0
15752.0,7.0,292.0,0.0,10.18,27.3,727.91,0.0,83.49,279.6,0.61,1
15767.0,22.0,292.0,0.0,13.89,0.0,726.82,0.0,69.4,356.2,2.1,0
15786.0,17.0,293.0,1.0,17.22,34.81,724.4,0.0,56.92,340.8,2.16,1
15775.0,6.0,293.0,1.0,12.35,0.0,726.07,0.0,63.82,201.0,1.52,0
15812.0,19.0,294.0,2.0,15.97,0.0,725.3,0.0,59.21,0.1,2.42,1
15815.0,22.0,294.0,2.0,13.73,0.0,727.25,0.0,77.54,341.8,1.14,0
15824.0,7.0,295.0,3.0,11.7,84.24,726.77,0.0,70.23,259.8,0.86,1
15820.0,3.0,295.0,3.0,11.14,0.0,725.6,0.0,80.37,244.9,0.61,0
15847.0,6.0,296.0,4.0,12.66,0.0,725.59,0.0,57.9,198.6,2.13,1
15849.0,8.0,296.0,4.0,13.9,157.76,726.79,0.0,53.76,196.5,3.3,0
